Player,Year,Rd,Pk,Tm,Age,College,From,To,G_x,MP_x,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS_x,WS/48,Class,Season,School,Conf,G_y,MP_y,PER,TS%,MP.1,FG_x,FGA_x,2P_x,2PA_x,3P_x,3PA_x,FT_x,FTA_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,FG_y,FGA_y,2P_y,2PA_y,3P_y,3PA_y,FT_y,FTA_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,Effective FG%,True Shooting%,Two Point Frequency,Three point frequency,ast-to-tov,fta to fga,NBA Experience,Offensive reb split,Defensive reb split,fouls per min,blocks per min,steals per min
Chris Paul,2005.0,1.0,4.0,NOH,20.058,Wake Forest University,2006.0,2018.0,892.0,35.3,18.7,4.5,9.8,2.3,0.1,0.47200000000000003,0.505,0.37200000000000005,0.868,164.8,0.251,SO,2004-05,Wake Forest University,ACC,32.0,1069.0,,,33.4,4.5,9.9,3.0,6.9,1.4,3.0,4.9,5.8,0.7,3.8,4.5,6.6,2.4,0.0,2.8,2.6,15.3,143.0,317.0,97.0,220.0,46.0,97.0,156.0,187.0,22.0,122.0,144.0,212.0,76.0,1.0,89.0,82.0,488.0,71.75,5' 11.75'',73.0,6' 1'',178.0,76.25,6' 4.25'',93.0,7' 9'',0.5236593059936908,0.6110999799639352,0.694006309148265,0.305993690851735,2.3820224719101124,0.5899053627760252,12.0,0.1527777777777778,0.8472222222222222,0.07670720299345182,0.0009354536950420954,0.07109448082319925
Chris Paul,2005.0,1.0,4.0,NOH,20.058,Wake Forest University,2006.0,2018.0,892.0,35.3,18.7,4.5,9.8,2.3,0.1,0.47200000000000003,0.505,0.37200000000000005,0.868,164.8,0.251,FR,2003-04,Wake Forest University,ACC,31.0,1041.0,,,33.6,4.4,8.8,3.1,6.0,1.3,2.8,4.8,5.7,0.7,2.6,3.3,5.9,2.7,0.4,2.6,2.6,14.8,135.0,272.0,95.0,186.0,40.0,86.0,150.0,178.0,21.0,80.0,101.0,183.0,84.0,12.0,82.0,81.0,460.0,71.75,5' 11.75'',73.0,6' 1'',178.0,76.25,6' 4.25'',93.0,7' 9'',0.5698529411764706,0.6565425896323361,0.6838235294117647,0.3161764705882353,2.231707317073171,0.6544117647058824,12.0,0.2079207920792079,0.7920792079207921,0.07780979827089338,0.011527377521613832,0.08069164265129683
Kevin Durant,2007.0,1.0,2.0,SEA,18.276,University of Texas at Austin,2008.0,2018.0,771.0,37.1,27.1,7.1,3.9,1.2,1.1,0.49,0.527,0.384,0.882,130.2,0.21899999999999997,FR,2006-07,University of Texas at Austin,Big 12,35.0,1255.0,,,35.9,8.7,18.5,6.4,12.7,2.3,5.8,6.0,7.3,3.0,8.1,11.1,1.3,1.9,1.9,2.8,2.0,25.8,306.0,647.0,224.0,444.0,82.0,203.0,209.0,256.0,106.0,284.0,390.0,46.0,66.0,67.0,99.0,71.0,903.0,81.0,6' 9'',82.25,6' 10.25'',215.0,88.75,7' 4.75'',110.0,9' 2'',0.5363214837712519,0.5943604865462587,0.6862442040185471,0.31375579598145287,0.46464646464646464,0.3956723338485317,10.0,0.2717948717948718,0.7282051282051282,0.05657370517928287,0.05338645418326693,0.05258964143426295
Dwyane Wade,2003.0,1.0,5.0,MIA,21.165,Marquette University,2004.0,2018.0,982.0,34.5,22.5,4.7,5.5,1.6,0.9,0.483,0.504,0.287,0.767,118.3,0.168,JR,2002-03,Marquette University,CUSA,33.0,1058.0,,,32.1,7.6,15.2,7.2,13.8,0.4,1.3,5.9,7.5,1.8,4.5,6.3,4.4,2.2,1.3,3.2,2.3,21.5,251.0,501.0,237.0,457.0,14.0,44.0,194.0,249.0,60.0,149.0,209.0,145.0,71.0,43.0,107.0,76.0,710.0,75.75,6' 3.75'',,,212.0,82.75,6' 10.75'',102.0,8' 6'',0.5149700598802395,0.5814334381551364,0.9121756487025948,0.08782435129740519,1.355140186915888,0.49700598802395207,14.0,0.28708133971291866,0.7129186602870813,0.07183364839319471,0.04064272211720227,0.0671077504725898
Dwyane Wade,2003.0,1.0,5.0,MIA,21.165,Marquette University,2004.0,2018.0,982.0,34.5,22.5,4.7,5.5,1.6,0.9,0.483,0.504,0.287,0.767,118.3,0.168,FR,2001-02,Marquette University,CUSA,32.0,935.0,,,29.2,7.0,14.3,6.4,12.7,0.6,1.6,3.3,4.8,2.5,4.1,6.6,3.4,2.5,1.1,3.0,2.5,17.8,223.0,458.0,205.0,406.0,18.0,52.0,107.0,155.0,81.0,130.0,211.0,110.0,79.0,36.0,96.0,80.0,571.0,75.75,6' 3.75'',,,212.0,82.75,6' 10.75'',102.0,8' 6'',0.5065502183406113,0.5425693652603573,0.8864628820960698,0.11353711790393013,1.1458333333333333,0.3384279475982533,14.0,0.38388625592417064,0.6161137440758294,0.0855614973262032,0.038502673796791446,0.08449197860962566
James Harden,2009.0,1.0,3.0,OKC,19.308,Arizona State University,2010.0,2018.0,687.0,33.8,23.0,5.1,6.1,1.5,0.5,0.44299999999999995,0.503,0.364,0.8540000000000001,106.7,0.22,SO,2008-09,Arizona State University,Pac-10,35.0,1254.0,,,35.8,6.3,12.9,4.7,8.3,1.7,4.7,5.8,7.7,1.4,4.2,5.6,4.2,1.7,0.3,3.4,2.8,20.1,221.0,452.0,163.0,289.0,58.0,163.0,204.0,270.0,48.0,147.0,195.0,148.0,59.0,11.0,118.0,99.0,704.0,76.0,6' 4'',77.25,6' 5.25'',222.0,82.75,6' 10.75'',103.5,8' 7.5'',0.5530973451327433,0.616678346180799,0.6393805309734514,0.3606194690265487,1.2542372881355932,0.5973451327433629,8.0,0.24615384615384617,0.7538461538461538,0.07894736842105263,0.008771929824561403,0.04704944178628389
James Harden,2009.0,1.0,3.0,OKC,19.308,Arizona State University,2010.0,2018.0,687.0,33.8,23.0,5.1,6.1,1.5,0.5,0.44299999999999995,0.503,0.364,0.8540000000000001,106.7,0.22,FR,2007-08,Arizona State University,Pac-10,34.0,1158.0,,,34.1,5.8,10.9,4.5,7.8,1.3,3.2,5.0,6.6,1.3,4.0,5.3,3.2,2.1,0.6,2.6,2.1,17.8,196.0,372.0,152.0,264.0,44.0,108.0,169.0,224.0,44.0,135.0,179.0,110.0,73.0,19.0,89.0,72.0,605.0,76.0,6' 4'',77.25,6' 5.25'',222.0,82.75,6' 10.75'',103.5,8' 7.5'',0.5860215053763441,0.6428510710642639,0.7096774193548387,0.2903225806451613,1.2359550561797752,0.6021505376344086,8.0,0.24581005586592178,0.7541899441340782,0.06217616580310881,0.016407599309153715,0.06303972366148532
Chris Bosh,2003.0,1.0,4.0,TOR,19.098,Georgia Institute of Technology,2004.0,2016.0,893.0,35.8,19.2,8.5,2.0,0.8,1.0,0.494,0.506,0.335,0.799,106.0,0.159,FR,2002-03,Georgia Institute of Technology,ACC,31.0,960.0,,,31.0,5.4,9.7,4.7,8.2,0.7,1.5,4.1,5.6,3.1,5.9,9.0,1.2,1.0,2.2,2.3,2.4,15.6,168.0,300.0,146.0,254.0,22.0,46.0,127.0,174.0,95.0,183.0,278.0,38.0,30.0,67.0,72.0,73.0,485.0,82.25,6' 10.25'',,,225.0,87.5,7' 3.5'',109.0,9' 1'',0.5966666666666667,0.6439876779264925,0.8466666666666667,0.15333333333333332,0.5277777777777778,0.58,12.0,0.34172661870503596,0.658273381294964,0.07604166666666666,0.06979166666666667,0.03125
Carmelo Anthony,2003.0,1.0,3.0,DEN,19.032,Syracuse University,2004.0,2018.0,1054.0,35.9,24.1,6.5,3.0,1.0,0.5,0.449,0.473,0.34700000000000003,0.812,100.7,0.128,FR,2002-03,Syracuse University,Big East,35.0,1274.0,,,36.4,7.9,17.5,6.3,12.7,1.6,4.7,4.8,6.8,2.9,7.1,10.0,2.2,1.6,0.9,2.2,2.2,22.2,277.0,612.0,221.0,446.0,56.0,166.0,168.0,238.0,101.0,248.0,349.0,77.0,55.0,30.0,77.0,77.0,778.0,78.25,6' 6.25'',,,233.0,84.0,7' 0'',105.5,8' 9.5'',0.49836601307189543,0.542750306953901,0.7287581699346405,0.27124183006535946,1.0,0.3888888888888889,14.0,0.28939828080229224,0.7106017191977078,0.06043956043956044,0.023547880690737835,0.04317111459968603
LaMarcus Aldridge,2006.0,1.0,2.0,CHI,20.349,University of Texas at Austin,2007.0,2018.0,869.0,34.6,19.4,8.3,1.9,0.8,1.1,0.489,0.494,0.28800000000000003,0.8059999999999999,97.6,0.156,SO,2005-06,University of Texas at Austin,Big 12,37.0,1247.0,,,33.7,5.9,10.4,5.9,10.4,0.0,0.0,3.2,4.9,3.6,5.5,9.2,0.5,1.4,2.0,1.6,2.5,15.0,219.0,385.0,219.0,385.0,0.0,0.0,117.0,181.0,135.0,204.0,339.0,20.0,50.0,73.0,59.0,92.0,555.0,82.0,6' 10'',83.25,6' 11.25'',234.0,88.75,7' 4.75'',110.0,9' 2'',0.5688311688311688,0.5972365702479339,1.0,0.0,0.3389830508474576,0.4701298701298701,11.0,0.39823008849557523,0.6017699115044248,0.07377706495589414,0.05854049719326383,0.040096230954290296
LaMarcus Aldridge,2006.0,1.0,2.0,CHI,20.349,University of Texas at Austin,2007.0,2018.0,869.0,34.6,19.4,8.3,1.9,0.8,1.1,0.489,0.494,0.28800000000000003,0.8059999999999999,97.6,0.156,FR,2004-05,University of Texas at Austin,Big 12,16.0,355.0,,,22.2,3.6,5.4,3.6,5.4,0.0,0.0,2.8,4.2,2.7,3.3,5.9,0.9,1.1,1.5,1.8,3.1,9.9,57.0,86.0,57.0,86.0,0.0,0.0,44.0,67.0,43.0,52.0,95.0,14.0,17.0,24.0,28.0,49.0,158.0,82.0,6' 10'',83.25,6' 11.25'',234.0,88.75,7' 4.75'',110.0,9' 2'',0.6627906976744186,0.6841011430550744,1.0,0.0,0.5,0.7790697674418605,11.0,0.45263157894736844,0.5473684210526316,0.13802816901408452,0.0676056338028169,0.04788732394366197
Stephen Curry,2009.0,1.0,7.0,GSW,21.108,Davidson College,2010.0,2018.0,625.0,34.4,23.1,4.4,6.8,1.8,0.2,0.47700000000000004,0.513,0.436,0.903,93.3,0.20800000000000002,JR,2008-09,Davidson College,Southern,34.0,1145.0,,,33.7,9.2,20.2,5.4,10.3,3.8,9.9,6.5,7.4,0.6,3.8,4.4,5.6,2.5,0.2,3.7,2.4,28.6,312.0,687.0,182.0,351.0,130.0,336.0,220.0,251.0,21.0,130.0,151.0,189.0,86.0,8.0,126.0,81.0,974.0,74.0,6' 2'',75.25,6' 3.25'',181.0,75.5,6' 3.5'',97.0,8' 1'',0.5487627365356623,0.6107042536115569,0.5109170305676856,0.4890829694323144,1.5,0.3653566229985444,8.0,0.1390728476821192,0.8609271523178808,0.07074235807860262,0.0069868995633187774,0.07510917030567686
Stephen Curry,2009.0,1.0,7.0,GSW,21.108,Davidson College,2010.0,2018.0,625.0,34.4,23.1,4.4,6.8,1.8,0.2,0.47700000000000004,0.513,0.436,0.903,93.3,0.20800000000000002,SO,2007-08,Davidson College,Southern,36.0,1193.0,,,33.1,8.8,18.2,4.3,8.0,4.5,10.3,3.8,4.2,0.8,3.8,4.6,2.9,2.0,0.4,2.6,2.4,25.9,317.0,656.0,155.0,287.0,162.0,369.0,135.0,151.0,28.0,137.0,165.0,104.0,73.0,14.0,93.0,85.0,931.0,74.0,6' 2'',75.25,6' 3.25'',181.0,75.5,6' 3.5'',97.0,8' 1'',0.6067073170731707,0.6443441669896461,0.4375,0.5625,1.118279569892473,0.2301829268292683,8.0,0.1696969696969697,0.8303030303030303,0.07124895222129086,0.01173512154233026,0.06119027661357921
Stephen Curry,2009.0,1.0,7.0,GSW,21.108,Davidson College,2010.0,2018.0,625.0,34.4,23.1,4.4,6.8,1.8,0.2,0.47700000000000004,0.513,0.436,0.903,93.3,0.20800000000000002,FR,2006-07,Davidson College,Southern,34.0,1049.0,,,30.9,7.1,15.4,3.5,6.6,3.6,8.8,3.6,4.3,0.9,3.7,4.6,2.8,1.8,0.2,2.8,2.6,21.5,242.0,523.0,120.0,224.0,122.0,299.0,124.0,145.0,32.0,125.0,157.0,95.0,62.0,6.0,95.0,87.0,730.0,74.0,6' 2'',75.25,6' 3.25'',181.0,75.5,6' 3.5'',97.0,8' 1'',0.5793499043977055,0.6220177232447172,0.42829827915869984,0.5717017208413002,1.0,0.27724665391969405,8.0,0.20382165605095542,0.7961783439490446,0.08293612964728313,0.005719733079122974,0.05910390848427073
Andre Iguodala,2004.0,1.0,9.0,PHI,20.153,University of Arizona,2005.0,2018.0,1040.0,34.1,12.6,5.2,4.4,1.5,0.5,0.465,0.516,0.33299999999999996,0.713,92.1,0.125,SO,2003-04,University of Arizona,Pac-10,30.0,962.0,,,32.1,4.5,10.1,3.8,7.6,0.8,2.4,3.1,3.9,2.4,6.0,8.4,4.9,1.6,0.4,2.8,2.5,12.9,136.0,302.0,113.0,229.0,23.0,73.0,93.0,118.0,72.0,181.0,253.0,147.0,48.0,11.0,83.0,75.0,388.0,77.75,6' 5.75'',78.75,6' 6.75'',217.0,83.0,6' 11'',105.5,8' 9.5'',0.48841059602649006,0.5481464737793852,0.7582781456953642,0.24172185430463577,1.7710843373493976,0.39072847682119205,13.0,0.2845849802371542,0.7154150197628458,0.07796257796257797,0.011434511434511435,0.0498960498960499
Andre Iguodala,2004.0,1.0,9.0,PHI,20.153,University of Arizona,2005.0,2018.0,1040.0,34.1,12.6,5.2,4.4,1.5,0.5,0.465,0.516,0.33299999999999996,0.713,92.1,0.125,FR,2002-03,University of Arizona,Pac-10,32.0,614.0,,,19.2,2.2,5.7,1.9,4.3,0.3,1.4,1.8,2.8,1.9,2.9,4.9,2.1,1.5,0.6,1.5,1.9,6.4,69.0,181.0,60.0,137.0,9.0,44.0,59.0,88.0,62.0,94.0,156.0,66.0,47.0,18.0,49.0,61.0,206.0,77.75,6' 5.75'',78.75,6' 6.75'',217.0,83.0,6' 11'',105.5,8' 9.5'',0.40607734806629836,0.4687784452940106,0.7569060773480663,0.2430939226519337,1.346938775510204,0.4861878453038674,13.0,0.3974358974358974,0.6025641025641025,0.0993485342019544,0.029315960912052116,0.07654723127035831
Russell Westbrook,2008.0,1.0,4.0,SEA,19.230999999999998,"University of California, Los Angeles",2009.0,2018.0,748.0,34.4,23.0,6.6,8.2,1.7,0.3,0.435,0.46399999999999997,0.311,0.8140000000000001,90.1,0.168,SO,2007-08,"University of California, Los Angeles",Pac-10,39.0,1318.0,,,33.8,4.7,10.0,4.0,8.1,0.7,2.0,2.7,3.8,1.6,2.4,3.9,4.3,1.6,0.2,2.5,2.4,12.7,182.0,391.0,156.0,314.0,26.0,77.0,107.0,150.0,61.0,92.0,153.0,167.0,63.0,7.0,96.0,93.0,497.0,74.25,6' 2.25'',75.5,6' 3.5'',192.0,79.75,6' 7.75'',100.0,8' 4'',0.49872122762148335,0.5437636761487965,0.80306905370844,0.1969309462915601,1.7395833333333333,0.3836317135549872,9.0,0.39869281045751637,0.6013071895424836,0.07056145675265554,0.005311077389984826,0.04779969650986343
Russell Westbrook,2008.0,1.0,4.0,SEA,19.230999999999998,"University of California, Los Angeles",2009.0,2018.0,748.0,34.4,23.0,6.6,8.2,1.7,0.3,0.435,0.46399999999999997,0.311,0.8140000000000001,90.1,0.168,FR,2006-07,"University of California, Los Angeles",Pac-10,36.0,325.0,,,9.0,1.3,2.9,1.1,2.3,0.3,0.6,0.5,0.9,0.2,0.6,0.8,0.7,0.4,0.0,0.7,1.0,3.4,48.0,105.0,39.0,83.0,9.0,22.0,17.0,31.0,8.0,20.0,28.0,24.0,14.0,1.0,25.0,35.0,122.0,74.25,6' 2.25'',75.5,6' 3.5'',192.0,79.75,6' 7.75'',100.0,8' 4'',0.5,0.51416048550236,0.7904761904761904,0.20952380952380953,0.96,0.29523809523809524,9.0,0.2857142857142857,0.7142857142857143,0.1076923076923077,0.003076923076923077,0.043076923076923075
David West,2003.0,1.0,18.0,NOH,22.305999999999997,Xavier University,2004.0,2018.0,1034.0,28.2,13.6,6.4,2.2,0.7,0.8,0.495,0.499,0.265,0.8170000000000001,85.9,0.141,SR,2002-03,Xavier University,A-10,32.0,1168.0,,,36.5,6.7,13.0,6.4,12.2,0.3,0.8,6.5,8.0,3.1,8.7,11.8,3.2,1.3,1.6,2.7,3.0,20.1,213.0,415.0,204.0,389.0,9.0,26.0,209.0,256.0,100.0,278.0,378.0,102.0,42.0,52.0,85.0,95.0,644.0,80.25,6' 8.25'',,,226.0,88.25,7' 4.25'',108.25,9' 0.25'',0.5240963855421686,0.6102645743309832,0.9373493975903614,0.06265060240963856,1.2,0.6168674698795181,14.0,0.26455026455026454,0.7354497354497355,0.08133561643835617,0.04452054794520548,0.03595890410958904
David West,2003.0,1.0,18.0,NOH,22.305999999999997,Xavier University,2004.0,2018.0,1034.0,28.2,13.6,6.4,2.2,0.7,0.8,0.495,0.499,0.265,0.8170000000000001,85.9,0.141,JR,2001-02,Xavier University,A-10,32.0,1094.0,,,34.2,6.1,11.4,5.8,10.6,0.3,0.9,5.8,7.5,2.8,6.9,9.8,1.6,1.2,2.5,3.1,2.7,18.3,196.0,366.0,187.0,338.0,9.0,28.0,185.0,241.0,91.0,222.0,313.0,50.0,38.0,80.0,99.0,85.0,586.0,80.25,6' 8.25'',,,226.0,88.25,7' 4.25'',108.25,9' 0.25'',0.5478142076502732,0.62071010931277,0.9234972677595629,0.07650273224043716,0.5050505050505051,0.6584699453551912,14.0,0.29073482428115016,0.7092651757188498,0.07769652650822668,0.07312614259597806,0.03473491773308958
David West,2003.0,1.0,18.0,NOH,22.305999999999997,Xavier University,2004.0,2018.0,1034.0,28.2,13.6,6.4,2.2,0.7,0.8,0.495,0.499,0.265,0.8170000000000001,85.9,0.141,SO,2000-01,Xavier University,A-10,29.0,978.0,,,33.7,6.0,10.9,6.0,10.9,0.0,0.0,5.8,7.8,3.7,7.2,10.9,2.0,1.4,2.1,2.7,2.8,17.8,174.0,316.0,174.0,315.0,0.0,1.0,168.0,227.0,108.0,208.0,316.0,58.0,42.0,61.0,79.0,81.0,516.0,80.25,6' 8.25'',,,226.0,88.25,7' 4.25'',108.25,9' 0.25'',0.5506329113924051,0.620371260940656,0.9968354430379747,0.0031645569620253164,0.7341772151898734,0.7183544303797469,14.0,0.34177215189873417,0.6582278481012658,0.08282208588957055,0.06237218813905931,0.04294478527607362
Richard Jefferson,2001.0,1.0,13.0,HOU,21.011,University of Arizona,2002.0,2018.0,1181.0,29.0,12.6,4.0,2.0,0.7,0.3,0.46399999999999997,0.493,0.376,0.768,83.0,0.11599999999999999,JR,2000-01,University of Arizona,Pac-10,35.0,961.0,,,27.5,4.2,8.8,3.3,6.2,0.9,2.6,2.1,3.1,1.7,3.8,5.4,2.7,0.8,0.8,3.0,2.8,11.3,147.0,307.0,116.0,217.0,31.0,90.0,72.0,110.0,58.0,132.0,190.0,94.0,27.0,28.0,104.0,98.0,397.0,79.25,6' 7.25'',,,223.0,84.0,7' 0'',103.0,8' 7'',0.5293159609120521,0.5585256049521666,0.7068403908794788,0.2931596091205212,0.9038461538461539,0.3583061889250814,16.0,0.30526315789473685,0.6947368421052632,0.10197710718002082,0.029136316337148804,0.02809573361082206
Paul Millsap,2006.0,2.0,47.0,UTA,21.143,Louisiana Tech University,2007.0,2018.0,875.0,29.5,14.2,7.4,2.3,1.3,1.0,0.491,0.513,0.33,0.7340000000000001,82.1,0.153,SO,2004-05,Louisiana Tech University,WAC,29.0,1061.0,,,36.6,7.8,13.5,7.8,13.4,0.0,0.0,4.9,8.2,5.4,7.0,12.4,1.0,1.1,1.9,2.6,3.1,20.4,225.0,391.0,225.0,390.0,0.0,1.0,143.0,238.0,156.0,204.0,360.0,29.0,33.0,55.0,74.0,89.0,593.0,78.25,6' 6.25'',79.25,6' 7.25'',258.0,85.5,7' 1.5'',105.5,8' 9.5'',0.5754475703324808,0.5981199063987734,0.9974424552429667,0.0025575447570332483,0.3918918918918919,0.6086956521739131,11.0,0.43333333333333335,0.5666666666666667,0.08388312912346843,0.051837888784165884,0.03110273327049953
Paul Millsap,2006.0,2.0,47.0,UTA,21.143,Louisiana Tech University,2007.0,2018.0,875.0,29.5,14.2,7.4,2.3,1.3,1.0,0.491,0.513,0.33,0.7340000000000001,82.1,0.153,JR,2005-06,Louisiana Tech University,WAC,33.0,1126.0,,,34.1,7.8,13.7,7.7,13.3,0.2,0.4,3.8,6.2,6.0,7.3,13.3,1.1,1.9,2.3,2.5,3.1,19.6,258.0,452.0,253.0,438.0,5.0,14.0,127.0,204.0,197.0,241.0,438.0,36.0,62.0,76.0,83.0,101.0,648.0,78.25,6' 6.25'',79.25,6' 7.25'',258.0,85.5,7' 1.5'',105.5,8' 9.5'',0.5763274336283186,0.5980507974010633,0.9690265486725663,0.030973451327433628,0.43373493975903615,0.45132743362831856,11.0,0.4497716894977169,0.5502283105022832,0.08969804618117229,0.0674955595026643,0.055062166962699825
Paul Millsap,2006.0,2.0,47.0,UTA,21.143,Louisiana Tech University,2007.0,2018.0,875.0,29.5,14.2,7.4,2.3,1.3,1.0,0.491,0.513,0.33,0.7340000000000001,82.1,0.153,FR,2003-04,Louisiana Tech University,WAC,30.0,1053.0,,,35.1,5.8,9.9,5.8,9.9,0.0,0.0,3.9,6.0,5.0,7.4,12.5,0.7,0.9,1.7,2.2,3.3,15.6,175.0,298.0,174.0,297.0,1.0,1.0,116.0,181.0,151.0,223.0,374.0,22.0,26.0,52.0,67.0,99.0,467.0,78.25,6' 6.25'',79.25,6' 7.25'',258.0,85.5,7' 1.5'',105.5,8' 9.5'',0.5889261744966443,0.6183137379514883,0.9966442953020134,0.003355704697986577,0.3283582089552239,0.6073825503355704,11.0,0.4037433155080214,0.5962566844919787,0.09401709401709402,0.04938271604938271,0.024691358024691357
Zach Randolph,2001.0,1.0,19.0,POR,19.351,Michigan State University,2002.0,2018.0,1116.0,31.0,16.6,9.1,1.8,0.7,0.3,0.47100000000000003,0.48100000000000004,0.273,0.764,81.1,0.11199999999999999,FR,2000-01,Michigan State University,Big Ten,33.0,654.0,,,19.8,4.2,7.1,4.2,7.1,0.0,0.0,2.4,3.8,3.1,3.6,6.7,1.0,0.7,0.7,1.6,1.8,10.8,138.0,235.0,138.0,234.0,0.0,1.0,80.0,126.0,101.0,120.0,221.0,34.0,24.0,22.0,53.0,60.0,356.0,,,,,,,,,,0.5872340425531914,0.612863241977689,0.9957446808510638,0.00425531914893617,0.6415094339622641,0.5361702127659574,16.0,0.45701357466063347,0.5429864253393665,0.09174311926605505,0.03363914373088685,0.03669724770642202
Carlos Boozer,2002.0,2.0,35.0,CLE,20.223,Duke University,2003.0,2015.0,861.0,31.2,16.2,9.5,2.2,0.9,0.4,0.521,0.522,0.071,0.722,80.3,0.14300000000000002,JR,2001-02,Duke University,ACC,35.0,993.0,,,28.4,6.6,9.9,6.6,9.9,0.0,0.0,5.1,6.7,3.4,5.3,8.7,1.1,0.9,0.6,1.9,3.1,18.2,230.0,346.0,230.0,345.0,0.0,1.0,178.0,236.0,119.0,184.0,303.0,38.0,31.0,21.0,65.0,107.0,638.0,79.75,6' 7.75'',,,258.0,86.25,7' 2.25'',108.5,9' 0.5'',0.6647398843930635,0.7091410279210385,0.9971098265895953,0.002890173410404624,0.5846153846153846,0.6820809248554913,12.0,0.3927392739273927,0.6072607260726073,0.10775427995971802,0.021148036253776436,0.03121852970795569
Carlos Boozer,2002.0,2.0,35.0,CLE,20.223,Duke University,2003.0,2015.0,861.0,31.2,16.2,9.5,2.2,0.9,0.4,0.521,0.522,0.071,0.722,80.3,0.14300000000000002,SO,2000-01,Duke University,ACC,32.0,820.0,,,25.6,5.0,8.3,5.0,8.3,0.0,0.0,3.3,4.6,1.9,4.6,6.5,1.3,0.9,0.9,1.2,2.8,13.3,160.0,265.0,160.0,265.0,0.0,0.0,105.0,146.0,60.0,148.0,208.0,40.0,28.0,28.0,38.0,91.0,425.0,79.75,6' 7.75'',,,258.0,86.25,7' 2.25'',108.5,9' 0.5'',0.6037735849056604,0.6454258291823594,1.0,0.0,1.0526315789473684,0.5509433962264151,12.0,0.28846153846153844,0.7115384615384616,0.11097560975609756,0.03414634146341464,0.03414634146341464
Kyle Lowry,2006.0,1.0,24.0,MEM,20.1,Villanova University,2007.0,2018.0,791.0,31.1,14.4,4.2,5.9,1.3,0.3,0.425,0.466,0.37,0.8029999999999999,80.0,0.156,SO,2005-06,Villanova University,Big East,33.0,967.0,,,29.3,3.5,7.6,3.3,7.1,0.2,0.5,3.7,4.7,1.8,2.5,4.3,3.7,2.3,0.2,2.1,2.8,11.0,117.0,251.0,109.0,233.0,8.0,18.0,121.0,154.0,60.0,83.0,143.0,122.0,77.0,8.0,70.0,94.0,363.0,,,,,,,,,,0.4820717131474104,0.5693939013678002,0.9282868525896414,0.07171314741035857,1.7428571428571429,0.6135458167330677,11.0,0.4195804195804196,0.5804195804195804,0.09720785935884178,0.008273009307135471,0.0796277145811789
Kyle Lowry,2006.0,1.0,24.0,MEM,20.1,Villanova University,2007.0,2018.0,791.0,31.1,14.4,4.2,5.9,1.3,0.3,0.425,0.466,0.37,0.8029999999999999,80.0,0.156,FR,2004-05,Villanova University,Big East,24.0,557.0,,,23.2,2.7,6.3,2.5,5.4,0.2,0.9,2.0,3.1,0.9,2.3,3.2,2.0,1.3,0.2,1.7,2.3,7.5,64.0,152.0,59.0,130.0,5.0,22.0,47.0,74.0,22.0,54.0,76.0,49.0,31.0,5.0,40.0,54.0,180.0,,,,,,,,,,0.4375,0.48764629388816644,0.8552631578947368,0.14473684210526316,1.225,0.4868421052631579,11.0,0.2894736842105263,0.7105263157894737,0.09694793536804308,0.008976660682226212,0.05565529622980251
Al Horford,2007.0,1.0,3.0,ATL,21.03,University of Florida,2008.0,2018.0,718.0,33.2,14.2,8.6,3.2,0.8,1.2,0.525,0.541,0.37,0.75,78.3,0.158,JR,2006-07,University of Florida,SEC,38.0,1057.0,,,27.8,4.9,8.1,4.9,8.0,0.0,0.1,3.4,5.3,2.5,6.9,9.5,2.2,0.7,1.8,1.8,2.5,13.2,186.0,306.0,186.0,304.0,0.0,2.0,130.0,202.0,96.0,264.0,360.0,82.0,28.0,70.0,68.0,94.0,502.0,80.0,6' 8'',81.75,6' 9.75'',246.0,84.75,7' 0.75'',107.0,8' 11'',0.6078431372549019,0.6356361426256077,0.9934640522875817,0.006535947712418301,1.2058823529411764,0.6601307189542484,10.0,0.26666666666666666,0.7333333333333333,0.08893093661305582,0.06622516556291391,0.026490066225165563
Al Horford,2007.0,1.0,3.0,ATL,21.03,University of Florida,2008.0,2018.0,718.0,33.2,14.2,8.6,3.2,0.8,1.2,0.525,0.541,0.37,0.75,78.3,0.158,SO,2005-06,University of Florida,SEC,39.0,1011.0,,,25.9,4.5,7.5,4.5,7.4,0.0,0.1,2.3,3.7,2.2,5.4,7.6,2.0,1.0,1.7,1.9,2.5,11.3,177.0,291.0,177.0,289.0,0.0,2.0,88.0,144.0,86.0,209.0,295.0,77.0,40.0,68.0,74.0,97.0,442.0,80.0,6' 8'',81.75,6' 9.75'',246.0,84.75,7' 0.75'',107.0,8' 11'',0.6082474226804123,0.6236595552545434,0.993127147766323,0.006872852233676976,1.0405405405405406,0.4948453608247423,10.0,0.29152542372881357,0.7084745762711865,0.09594460929772503,0.06726013847675569,0.03956478733926805
