Player,Year,Rd,Pk,Tm,Age,College,From,To,G_x,MP_x,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS_x,WS/48,Class,Season,School,Conf,G_y,MP_y,PER,TS%,MP.1,FG_x,FGA_x,2P_x,2PA_x,3P_x,3PA_x,FT_x,FTA_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,FG_y,FGA_y,2P_y,2PA_y,3P_y,3PA_y,FT_y,FTA_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,Effective FG%,True Shooting%,Two Point Frequency,Three point frequency,ast-to-tov,fta to fga,NBA Experience,Offensive reb split,Defensive reb split,fouls per min,blocks per min,steals per min
Greg Monroe,2010.0,1.0,7.0,DET,20.025,Georgetown University,2011.0,2018.0,589.0,28.9,13.7,8.6,2.3,1.1,0.6,0.515,0.516,0.0,0.7070000000000001,48.6,0.13699999999999998,FR,2008-09,Georgetown University,Big East,31.0,958.0,,,30.9,4.6,8.1,4.5,7.9,0.1,0.2,3.4,4.8,2.0,4.5,6.5,2.5,1.8,1.5,2.5,2.5,12.7,143.0,250.0,141.0,244.0,2.0,6.0,105.0,150.0,62.0,141.0,203.0,79.0,57.0,45.0,77.0,77.0,393.0,81.75,6' 9.75'',83.0,6' 11'',246.6,86.25,7' 2.25'',108.5,9' 0.5'',0.576,0.6218354430379747,0.976,0.024,1.025974025974026,0.6,7.0,0.3054187192118227,0.6945812807881774,0.08037578288100208,0.04697286012526096,0.059498956158663886
Danny Granger,2005.0,1.0,17.0,IND,22.075,University of New Mexico,2006.0,2015.0,586.0,31.5,16.8,4.9,1.9,1.0,0.8,0.434,0.46299999999999997,0.38,0.848,48.5,0.126,JR,2003-04,University of New Mexico,MWC,22.0,703.0,,,32.0,6.2,12.6,5.1,9.3,1.1,3.3,6.0,8.0,2.6,6.3,9.0,2.1,1.3,1.4,2.7,3.1,19.5,136.0,277.0,112.0,205.0,24.0,72.0,133.0,175.0,58.0,139.0,197.0,46.0,29.0,31.0,59.0,69.0,429.0,79.5,6' 7.5'',80.5,6' 8.5'',225.4,85.5,7' 1.5'',103.0,8' 7'',0.5342960288808665,0.6059322033898306,0.740072202166065,0.259927797833935,0.7796610169491526,0.631768953068592,9.0,0.29441624365482233,0.7055837563451777,0.09815078236130868,0.044096728307254626,0.041251778093883355
Danny Granger,2005.0,1.0,17.0,IND,22.075,University of New Mexico,2006.0,2015.0,586.0,31.5,16.8,4.9,1.9,1.0,0.8,0.434,0.46299999999999997,0.38,0.848,48.5,0.126,SR,2004-05,University of New Mexico,MWC,30.0,900.0,,,30.0,6.1,11.6,4.6,8.2,1.5,3.5,5.1,6.8,2.3,6.6,8.9,2.4,2.1,2.0,2.4,2.4,18.8,183.0,349.0,138.0,245.0,45.0,104.0,154.0,204.0,69.0,197.0,266.0,71.0,63.0,60.0,72.0,72.0,565.0,79.5,6' 7.5'',80.5,6' 8.5'',225.4,85.5,7' 1.5'',103.0,8' 7'',0.5888252148997135,0.6438599690035555,0.7020057306590258,0.2979942693409742,0.9861111111111112,0.5845272206303725,9.0,0.2593984962406015,0.7406015037593985,0.08,0.06666666666666667,0.07
Jameer Nelson,2004.0,1.0,20.0,DEN,22.141,Saint Joseph's University,2005.0,2018.0,878.0,27.9,11.3,3.0,5.1,0.9,0.1,0.436,0.474,0.368,0.81,48.3,0.094,SR,2003-04,Saint Joseph's University,A-10,32.0,1085.0,,,33.9,7.3,15.4,5.0,9.6,2.3,5.8,3.7,4.7,1.0,3.7,4.7,5.3,2.8,0.0,2.8,1.8,20.6,234.0,493.0,161.0,306.0,73.0,187.0,118.0,149.0,33.0,117.0,150.0,170.0,89.0,1.0,91.0,59.0,659.0,71.0,5' 11'',72.5,6' 0.5'',199.0,74.5,6' 2.5'',95.0,7' 11'',0.5486815415821501,0.5899097679747923,0.6206896551724138,0.3793103448275862,1.8681318681318682,0.3022312373225152,13.0,0.22,0.78,0.054377880184331796,0.0009216589861751152,0.08202764976958525
Jameer Nelson,2004.0,1.0,20.0,DEN,22.141,Saint Joseph's University,2005.0,2018.0,878.0,27.9,11.3,3.0,5.1,0.9,0.1,0.436,0.474,0.368,0.81,48.3,0.094,JR,2002-03,Saint Joseph's University,A-10,30.0,1048.0,,,34.9,6.5,14.8,4.3,8.5,2.1,6.3,4.6,6.0,1.3,3.8,5.1,4.7,2.2,0.2,2.9,2.1,19.7,194.0,444.0,130.0,255.0,64.0,189.0,139.0,180.0,39.0,115.0,154.0,142.0,66.0,6.0,87.0,64.0,591.0,71.0,5' 11'',72.5,6' 0.5'',199.0,74.5,6' 2.5'',95.0,7' 11'',0.509009009009009,0.5647935779816513,0.5743243243243243,0.42567567567567566,1.632183908045977,0.40540540540540543,13.0,0.2532467532467532,0.7467532467532467,0.061068702290076333,0.0057251908396946565,0.06297709923664122
Jameer Nelson,2004.0,1.0,20.0,DEN,22.141,Saint Joseph's University,2005.0,2018.0,878.0,27.9,11.3,3.0,5.1,0.9,0.1,0.436,0.474,0.368,0.81,48.3,0.094,SO,2001-02,Saint Joseph's University,A-10,30.0,1064.0,,,35.5,4.8,11.0,3.1,6.2,1.7,4.7,3.1,4.1,1.2,3.6,4.8,6.3,1.3,0.0,3.0,2.2,14.4,144.0,329.0,93.0,187.0,51.0,142.0,93.0,122.0,37.0,107.0,144.0,188.0,40.0,1.0,89.0,67.0,432.0,71.0,5' 11'',72.5,6' 0.5'',199.0,74.5,6' 2.5'',95.0,7' 11'',0.5151975683890577,0.5644402634054563,0.5683890577507599,0.4316109422492401,2.1123595505617976,0.3708206686930091,13.0,0.2569444444444444,0.7430555555555556,0.06296992481203008,0.0009398496240601503,0.03759398496240601
Jameer Nelson,2004.0,1.0,20.0,DEN,22.141,Saint Joseph's University,2005.0,2018.0,878.0,27.9,11.3,3.0,5.1,0.9,0.1,0.436,0.474,0.368,0.81,48.3,0.094,FR,2000-01,Saint Joseph's University,A-10,33.0,1114.0,,,33.8,4.0,8.6,2.7,5.3,1.2,3.3,3.3,4.0,0.7,3.4,4.0,6.5,1.7,0.1,3.4,2.5,12.5,131.0,284.0,90.0,174.0,41.0,110.0,109.0,133.0,22.0,111.0,133.0,213.0,55.0,2.0,112.0,81.0,412.0,71.0,5' 11'',72.5,6' 0.5'',199.0,74.5,6' 2.5'',95.0,7' 11'',0.5334507042253521,0.6014247343220834,0.6126760563380281,0.3873239436619718,1.9017857142857142,0.46830985915492956,13.0,0.16541353383458646,0.8345864661654135,0.07271095152603231,0.0017953321364452424,0.04937163375224417
Ryan Anderson,2008.0,1.0,21.0,NJN,20.055999999999997,University of California,2009.0,2018.0,622.0,26.4,12.8,5.4,0.9,0.5,0.3,0.423,0.47100000000000003,0.382,0.855,47.0,0.13699999999999998,SO,2007-08,University of California,Pac-10,33.0,1082.0,,,32.8,7.0,14.2,5.0,9.5,1.9,4.7,5.2,6.0,3.0,6.9,9.9,1.4,0.4,0.5,2.2,2.2,21.1,230.0,469.0,166.0,313.0,64.0,156.0,173.0,199.0,100.0,228.0,328.0,47.0,12.0,18.0,74.0,71.0,697.0,,,,,,,,,,0.55863539445629,0.6261678884576686,0.6673773987206824,0.3326226012793177,0.6351351351351351,0.42430703624733473,9.0,0.3048780487804878,0.6951219512195121,0.06561922365988909,0.0166358595194085,0.011090573012939002
Ryan Anderson,2008.0,1.0,21.0,NJN,20.055999999999997,University of California,2009.0,2018.0,622.0,26.4,12.8,5.4,0.9,0.5,0.3,0.423,0.47100000000000003,0.382,0.855,47.0,0.13699999999999998,FR,2006-07,University of California,Pac-10,33.0,1096.0,,,33.2,5.7,12.0,4.0,7.4,1.8,4.6,3.1,3.9,2.4,5.8,8.2,0.5,0.7,0.5,1.4,2.8,16.3,189.0,397.0,131.0,245.0,58.0,152.0,103.0,129.0,79.0,190.0,269.0,16.0,22.0,18.0,47.0,91.0,539.0,,,,,,,,,,0.5491183879093199,0.5939263046544428,0.6171284634760705,0.38287153652392947,0.3404255319148936,0.3249370277078086,9.0,0.2936802973977695,0.7063197026022305,0.08302919708029197,0.016423357664233577,0.020072992700729927
Andre Drummond,2012.0,1.0,9.0,DET,18.327,University of Connecticut,2013.0,2018.0,463.0,30.4,13.6,13.4,1.1,1.3,1.5,0.545,0.547,0.16699999999999998,0.42100000000000004,46.4,0.158,FR,2011-12,University of Connecticut,Big East,34.0,967.0,21.9,0.509,28.4,4.6,8.6,4.6,8.5,0.0,0.1,0.8,2.6,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10.0,157.0,292.0,157.0,290.0,0.0,2.0,26.0,88.0,114.0,143.0,257.0,15.0,28.0,92.0,52.0,75.0,340.0,81.75,6' 9.75'',83.75,6' 11.75'',278.6,90.25,7' 6.25'',109.5,9' 1.5'',0.5376712328767124,0.5140299951620706,0.9931506849315068,0.00684931506849315,0.28846153846153844,0.3013698630136986,5.0,0.44357976653696496,0.556420233463035,0.07755946225439504,0.09513960703205791,0.028955532574974147
Jeff Teague,2009.0,1.0,19.0,ATL,21.02,Wake Forest University,2010.0,2018.0,670.0,27.6,12.7,2.5,5.7,1.2,0.3,0.447,0.47600000000000003,0.35700000000000004,0.8440000000000001,46.1,0.12,SO,2008-09,Wake Forest University,ACC,31.0,991.0,,,32.0,5.8,12.0,4.4,8.7,1.5,3.3,5.8,7.1,0.5,2.8,3.3,3.5,1.9,0.6,3.4,2.2,18.8,180.0,371.0,135.0,269.0,45.0,102.0,179.0,219.0,15.0,87.0,102.0,110.0,58.0,20.0,104.0,68.0,584.0,72.25,6' 0.25'',73.5,6' 1.5'',175.2,79.5,6' 7.5'',98.5,8' 2.5'',0.545822102425876,0.62478603218076,0.7250673854447439,0.2749326145552561,1.0576923076923077,0.5902964959568733,8.0,0.14705882352941177,0.8529411764705882,0.06861755802219979,0.020181634712411706,0.05852674066599395
Jeff Teague,2009.0,1.0,19.0,ATL,21.02,Wake Forest University,2010.0,2018.0,670.0,27.6,12.7,2.5,5.7,1.2,0.3,0.447,0.47600000000000003,0.35700000000000004,0.8440000000000001,46.1,0.12,FR,2007-08,Wake Forest University,ACC,30.0,892.0,,,29.7,4.5,10.4,3.4,7.7,1.1,2.7,3.8,4.7,0.5,2.2,2.7,2.5,1.8,0.5,2.5,2.3,13.9,135.0,311.0,103.0,230.0,32.0,81.0,114.0,142.0,16.0,66.0,82.0,74.0,55.0,15.0,76.0,70.0,416.0,72.25,6' 0.25'',73.5,6' 1.5'',175.2,79.5,6' 7.5'',98.5,8' 2.5'',0.4855305466237942,0.5569240655456784,0.7395498392282959,0.2604501607717042,0.9736842105263158,0.4565916398713826,8.0,0.1951219512195122,0.8048780487804879,0.07847533632286996,0.016816143497757848,0.061659192825112105
Isaiah Thomas,2011.0,2.0,60.0,SAC,22.141,University of Washington,2012.0,2018.0,473.0,29.8,18.9,2.6,5.1,0.9,0.1,0.439,0.488,0.361,0.877,45.6,0.155,JR,2010-11,University of Washington,Pac-10,35.0,1115.0,22.9,0.563,31.9,5.4,12.1,3.7,7.1,1.7,4.9,4.3,6.0,0.7,2.8,3.5,6.1,1.3,0.1,3.0,2.1,16.8,188.0,422.0,128.0,250.0,60.0,172.0,151.0,210.0,26.0,97.0,123.0,213.0,47.0,2.0,104.0,75.0,587.0,68.75,5' 8.75'',70.25,5' 10.25'',186.0,73.75,6' 1.75'',91.5,7' 7.5'',0.5165876777251185,0.5705676516329705,0.5924170616113744,0.4075829383886256,2.048076923076923,0.4976303317535545,6.0,0.21138211382113822,0.7886178861788617,0.06726457399103139,0.0017937219730941704,0.042152466367713005
Isaiah Thomas,2011.0,2.0,60.0,SAC,22.141,University of Washington,2012.0,2018.0,473.0,29.8,18.9,2.6,5.1,0.9,0.1,0.439,0.488,0.361,0.877,45.6,0.155,SO,2009-10,University of Washington,Pac-10,35.0,1089.0,20.1,0.54,31.1,5.3,12.8,3.5,7.1,1.9,5.7,4.5,6.1,0.6,3.3,3.9,3.2,1.1,0.1,2.4,1.9,16.9,186.0,448.0,121.0,249.0,65.0,199.0,156.0,213.0,20.0,117.0,137.0,111.0,37.0,3.0,83.0,67.0,593.0,68.75,5' 8.75'',70.25,5' 10.25'',186.0,73.75,6' 1.75'',91.5,7' 7.5'',0.4877232142857143,0.5473307243594476,0.5558035714285714,0.44419642857142855,1.3373493975903614,0.47544642857142855,6.0,0.145985401459854,0.8540145985401459,0.06152433425160698,0.0027548209366391185,0.03397612488521579
Isaiah Thomas,2011.0,2.0,60.0,SAC,22.141,University of Washington,2012.0,2018.0,473.0,29.8,18.9,2.6,5.1,0.9,0.1,0.439,0.488,0.361,0.877,45.6,0.155,FR,2008-09,University of Washington,Pac-10,35.0,993.0,,,28.4,5.1,12.3,4.0,8.5,1.1,3.8,4.1,5.9,0.7,2.3,3.0,2.6,1.1,0.1,2.6,1.9,15.5,180.0,431.0,141.0,297.0,39.0,134.0,142.0,207.0,24.0,82.0,106.0,91.0,38.0,2.0,92.0,66.0,541.0,68.75,5' 8.75'',70.25,5' 10.25'',186.0,73.75,6' 1.75'',91.5,7' 7.5'',0.462877030162413,0.5181198283787924,0.6890951276102089,0.3109048723897912,0.9891304347826086,0.4802784222737819,6.0,0.22641509433962265,0.7735849056603774,0.06646525679758308,0.002014098690835851,0.038267875125881166
Emeka Okafor,2004.0,1.0,2.0,CHA,21.275,University of Connecticut,2005.0,2018.0,616.0,30.9,12.0,9.7,0.8,0.7,1.6,0.512,0.512,0.0,0.586,45.3,0.114,JR,2003-04,University of Connecticut,Big East,36.0,1166.0,,,32.4,7.3,12.1,7.3,12.1,0.0,0.0,3.1,6.1,3.8,7.7,11.5,1.0,1.0,4.1,2.3,2.4,17.6,261.0,436.0,261.0,436.0,0.0,0.0,113.0,218.0,138.0,277.0,415.0,36.0,36.0,147.0,84.0,85.0,635.0,80.75,6' 8.75'',82.0,6' 10'',257.0,88.0,7' 4'',110.5,9' 2.5'',0.5986238532110092,0.5968942698150098,1.0,0.0,0.42857142857142855,0.5,13.0,0.3325301204819277,0.6674698795180722,0.07289879931389365,0.1260720411663808,0.030874785591766724
Emeka Okafor,2004.0,1.0,2.0,CHA,21.275,University of Connecticut,2005.0,2018.0,616.0,30.9,12.0,9.7,0.8,0.7,1.6,0.512,0.512,0.0,0.586,45.3,0.114,SO,2002-03,University of Connecticut,Big East,33.0,1087.0,,,32.9,6.7,11.5,6.7,11.5,0.0,0.0,2.5,4.2,3.8,7.4,11.2,0.5,0.9,4.7,2.3,3.0,15.9,221.0,381.0,221.0,381.0,0.0,0.0,82.0,137.0,125.0,245.0,370.0,18.0,29.0,156.0,75.0,98.0,524.0,80.75,6' 8.75'',82.0,6' 10'',257.0,88.0,7' 4'',110.5,9' 2.5'',0.5800524934383202,0.5937273386511965,1.0,0.0,0.24,0.35958005249343833,13.0,0.33783783783783783,0.6621621621621622,0.09015639374425023,0.14351425942962281,0.02667893284268629
Emeka Okafor,2004.0,1.0,2.0,CHA,21.275,University of Connecticut,2005.0,2018.0,616.0,30.9,12.0,9.7,0.8,0.7,1.6,0.512,0.512,0.0,0.586,45.3,0.114,FR,2001-02,University of Connecticut,Big East,34.0,1021.0,,,30.0,3.1,5.2,3.1,5.2,0.0,0.0,1.7,2.7,2.6,6.4,9.0,0.8,0.8,4.1,1.4,2.6,7.9,105.0,178.0,105.0,178.0,0.0,0.0,57.0,92.0,90.0,216.0,306.0,27.0,26.0,138.0,47.0,88.0,267.0,80.75,6' 8.75'',82.0,6' 10'',257.0,88.0,7' 4'',110.5,9' 2.5'',0.5898876404494382,0.6110399121201026,1.0,0.0,0.574468085106383,0.5168539325842697,13.0,0.29411764705882354,0.7058823529411765,0.08619000979431929,0.13516160626836435,0.025465230166503428
Taj Gibson,2009.0,1.0,26.0,CHI,24.006999999999998,University of Southern California,2010.0,2018.0,667.0,26.1,9.7,6.4,1.0,0.6,1.2,0.506,0.511,0.157,0.703,44.8,0.124,JR,2008-09,University of Southern California,Pac-10,35.0,1179.0,,,33.7,5.4,9.0,5.4,9.0,0.0,0.0,3.4,5.2,3.5,5.5,9.0,1.3,1.0,2.9,2.1,2.9,14.3,190.0,316.0,190.0,316.0,0.0,0.0,120.0,182.0,123.0,193.0,316.0,44.0,34.0,100.0,72.0,103.0,500.0,80.5,6' 8.5'',81.75,6' 9.75'',214.4,88.0,7' 4'',109.0,9' 1'',0.6012658227848101,0.6311856190668552,1.0,0.0,0.6111111111111112,0.5759493670886076,8.0,0.38924050632911394,0.6107594936708861,0.08736217133163698,0.08481764206955046,0.02883799830364716
Taj Gibson,2009.0,1.0,26.0,CHI,24.006999999999998,University of Southern California,2010.0,2018.0,667.0,26.1,9.7,6.4,1.0,0.6,1.2,0.506,0.511,0.157,0.703,44.8,0.124,FR,2006-07,University of Southern California,Pac-10,37.0,1198.0,,,32.4,4.7,8.4,4.7,8.4,0.0,0.0,2.8,4.5,2.7,5.9,8.7,1.5,0.5,1.9,2.9,3.0,12.2,174.0,312.0,174.0,312.0,0.0,0.0,104.0,167.0,101.0,220.0,321.0,55.0,20.0,69.0,107.0,110.0,452.0,80.5,6' 8.5'',81.75,6' 9.75'',214.4,88.0,7' 4'',109.0,9' 1'',0.5576923076923077,0.586282037978624,1.0,0.0,0.514018691588785,0.5352564102564102,8.0,0.3146417445482866,0.6853582554517134,0.09181969949916527,0.05759599332220367,0.01669449081803005
Taj Gibson,2009.0,1.0,26.0,CHI,24.006999999999998,University of Southern California,2010.0,2018.0,667.0,26.1,9.7,6.4,1.0,0.6,1.2,0.506,0.511,0.157,0.703,44.8,0.124,SO,2007-08,University of Southern California,Pac-10,33.0,1058.0,,,32.1,4.2,7.2,4.2,7.2,0.0,0.0,2.4,4.0,2.4,5.4,7.8,1.3,0.7,2.5,2.5,3.5,10.8,138.0,238.0,138.0,238.0,0.0,0.0,79.0,133.0,80.0,179.0,259.0,43.0,23.0,84.0,81.0,115.0,355.0,80.5,6' 8.5'',81.75,6' 9.75'',214.4,88.0,7' 4'',109.0,9' 1'',0.5798319327731093,0.5986105490354783,1.0,0.0,0.5308641975308642,0.5588235294117647,8.0,0.3088803088803089,0.6911196911196911,0.10869565217391304,0.07939508506616257,0.021739130434782608
Nick Collison,2003.0,1.0,12.0,SEA,22.248,University of Kansas,2005.0,2018.0,910.0,20.4,5.9,5.2,1.0,0.5,0.5,0.534,0.542,0.20800000000000002,0.723,44.5,0.115,SR,2002-03,University of Kansas,Big 12,38.0,1232.0,,,32.4,7.4,13.3,7.1,12.3,0.3,1.0,3.3,5.3,3.3,6.7,10.0,2.2,1.2,1.9,2.4,2.5,18.5,281.0,507.0,268.0,469.0,13.0,38.0,127.0,200.0,125.0,255.0,380.0,84.0,44.0,74.0,92.0,95.0,702.0,80.75,6' 8.75'',,,255.0,85.5,7' 1.5'',108.0,9' 0'',0.5670611439842209,0.5899159663865546,0.9250493096646942,0.07495069033530571,0.9130434782608695,0.39447731755424065,13.0,0.32894736842105265,0.6710526315789473,0.07711038961038962,0.060064935064935064,0.03571428571428571
Nick Collison,2003.0,1.0,12.0,SEA,22.248,University of Kansas,2005.0,2018.0,910.0,20.4,5.9,5.2,1.0,0.5,0.5,0.534,0.542,0.20800000000000002,0.723,44.5,0.115,JR,2001-02,University of Kansas,Big 12,37.0,990.0,,,26.8,6.6,11.2,6.5,11.0,0.1,0.2,2.3,3.9,3.4,4.9,8.3,1.7,1.1,2.2,2.5,2.9,15.6,245.0,414.0,242.0,406.0,3.0,8.0,84.0,146.0,124.0,183.0,307.0,64.0,39.0,83.0,93.0,108.0,577.0,80.75,6' 8.75'',,,255.0,85.5,7' 1.5'',108.0,9' 0'',0.5954106280193237,0.6032535965205754,0.9806763285024155,0.01932367149758454,0.6881720430107527,0.3526570048309179,13.0,0.40390879478827363,0.5960912052117264,0.10909090909090909,0.08383838383838384,0.03939393939393939
Nick Collison,2003.0,1.0,12.0,SEA,22.248,University of Kansas,2005.0,2018.0,910.0,20.4,5.9,5.2,1.0,0.5,0.5,0.534,0.542,0.20800000000000002,0.723,44.5,0.115,SO,2000-01,University of Kansas,Big 12,33.0,892.0,,,27.0,5.7,9.5,5.6,9.3,0.1,0.2,2.6,4.1,2.2,4.5,6.7,2.2,1.1,1.6,2.8,3.4,14.0,187.0,313.0,185.0,308.0,2.0,5.0,85.0,136.0,72.0,150.0,222.0,71.0,36.0,54.0,91.0,113.0,461.0,80.75,6' 8.75'',,,255.0,85.5,7' 1.5'',108.0,9' 0'',0.6006389776357828,0.6182276579766119,0.9840255591054313,0.01597444089456869,0.7802197802197802,0.43450479233226835,13.0,0.32432432432432434,0.6756756756756757,0.1266816143497758,0.06053811659192825,0.04035874439461883
Drew Gooden,2002.0,1.0,4.0,MEM,20.28,University of Kansas,2003.0,2016.0,790.0,25.5,11.0,7.1,1.1,0.7,0.6,0.462,0.47100000000000003,0.257,0.76,43.9,0.105,JR,2001-02,University of Kansas,Big 12,37.0,1119.0,,,30.2,7.7,15.3,7.4,14.3,0.3,1.0,4.2,5.5,3.4,8.0,11.4,2.0,1.8,1.4,2.9,2.5,19.8,285.0,566.0,275.0,530.0,10.0,36.0,154.0,204.0,126.0,297.0,423.0,73.0,65.0,53.0,108.0,91.0,734.0,80.75,6' 8.75'',,,227.0,84.5,7' 0.5'',106.5,8' 10.5'',0.5123674911660777,0.5596559716969624,0.9363957597173145,0.0636042402826855,0.6759259259259259,0.36042402826855124,13.0,0.2978723404255319,0.7021276595744681,0.08132260947274352,0.04736371760500447,0.0580875781948168
Drew Gooden,2002.0,1.0,4.0,MEM,20.28,University of Kansas,2003.0,2016.0,790.0,25.5,11.0,7.1,1.1,0.7,0.6,0.462,0.47100000000000003,0.257,0.76,43.9,0.105,SO,2000-01,University of Kansas,Big 12,28.0,761.0,,,27.2,5.9,11.5,5.8,11.1,0.1,0.4,3.8,5.8,2.5,5.9,8.4,1.7,0.5,1.0,2.6,2.7,15.8,166.0,322.0,162.0,312.0,4.0,10.0,105.0,162.0,70.0,164.0,234.0,47.0,15.0,29.0,72.0,76.0,441.0,80.75,6' 8.75'',,,227.0,84.5,7' 0.5'',106.5,8' 10.5'',0.5217391304347826,0.5606692432872254,0.968944099378882,0.031055900621118012,0.6527777777777778,0.5031055900621118,13.0,0.29914529914529914,0.7008547008547008,0.09986859395532194,0.03810775295663601,0.01971090670170828
Brendan Haywood,2001.0,1.0,20.0,CLE,21.218000000000004,University of North Carolina,2002.0,2015.0,816.0,22.9,6.8,6.0,0.5,0.4,1.4,0.528,0.528,0.0,0.5870000000000001,43.8,0.113,SR,2000-01,University of North Carolina,ACC,33.0,901.0,,,27.3,4.7,7.9,4.7,7.9,0.0,0.0,2.9,5.6,3.2,4.2,7.3,1.3,0.5,3.6,2.0,2.9,12.3,155.0,262.0,155.0,262.0,0.0,0.0,95.0,184.0,105.0,137.0,242.0,42.0,18.0,120.0,66.0,97.0,405.0,83.75,6' 11.75'',,,266.0,90.5,7' 6.5'',113.5,9' 5.5'',0.5916030534351145,0.5904478656403079,1.0,0.0,0.6363636363636364,0.7022900763358778,13.0,0.43388429752066116,0.5661157024793388,0.1076581576026637,0.13318534961154274,0.01997780244173141
John Wall,2010.0,1.0,1.0,WAS,19.296,University of Kentucky,2011.0,2018.0,541.0,35.9,18.9,4.4,9.2,1.7,0.7,0.43200000000000005,0.45399999999999996,0.327,0.7859999999999999,43.2,0.107,FR,2009-10,University of Kentucky,SEC,37.0,1288.0,22.3,0.562,34.8,5.5,11.8,4.5,8.8,1.0,3.1,4.7,6.3,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6,202.0,438.0,165.0,324.0,37.0,114.0,175.0,232.0,30.0,129.0,159.0,241.0,66.0,19.0,149.0,72.0,616.0,74.75,6' 2.75'',76.0,6' 4'',195.6,81.25,6' 9.25'',101.5,8' 5.5'',0.5034246575342466,0.570285883572804,0.7397260273972602,0.2602739726027397,1.6174496644295302,0.5296803652968036,7.0,0.18867924528301888,0.8113207547169812,0.055900621118012424,0.014751552795031056,0.05124223602484472
Darren Collison,2009.0,1.0,21.0,NOH,21.311999999999998,"University of California, Los Angeles",2010.0,2018.0,632.0,29.5,12.7,2.6,4.9,1.1,0.2,0.47200000000000003,0.495,0.39299999999999996,0.855,43.1,0.111,JR,2007-08,"University of California, Los Angeles",Pac-10,33.0,1144.0,,,34.7,4.9,10.2,3.3,7.1,1.6,3.1,3.1,3.5,0.5,2.1,2.6,3.8,1.8,0.1,2.2,1.3,14.5,161.0,335.0,108.0,234.0,53.0,101.0,102.0,117.0,17.0,69.0,86.0,124.0,61.0,3.0,74.0,44.0,477.0,72.25,6' 0.25'',73.5,6' 1.5'',166.2,75.0,6' 3'',96.5,8' 0.5'',0.5597014925373134,0.6171082591595942,0.6985074626865672,0.30149253731343284,1.6756756756756757,0.3492537313432836,8.0,0.19767441860465115,0.8023255813953488,0.038461538461538464,0.0026223776223776225,0.05332167832167832
Darren Collison,2009.0,1.0,21.0,NOH,21.311999999999998,"University of California, Los Angeles",2010.0,2018.0,632.0,29.5,12.7,2.6,4.9,1.1,0.2,0.47200000000000003,0.495,0.39299999999999996,0.855,43.1,0.111,SR,2008-09,"University of California, Los Angeles",Pac-10,35.0,1103.0,,,31.5,5.0,9.8,3.8,6.9,1.2,3.0,3.2,3.6,0.5,1.9,2.4,4.7,1.6,0.1,2.5,1.5,14.4,175.0,344.0,134.0,240.0,41.0,104.0,113.0,126.0,16.0,68.0,84.0,166.0,57.0,5.0,87.0,53.0,504.0,72.25,6' 0.25'',73.5,6' 1.5'',166.2,75.0,6' 3'',96.5,8' 0.5'',0.5683139534883721,0.6308832365311436,0.6976744186046512,0.3023255813953488,1.9080459770114941,0.36627906976744184,8.0,0.19047619047619047,0.8095238095238095,0.04805077062556664,0.004533091568449683,0.051677243880326386
Darren Collison,2009.0,1.0,21.0,NOH,21.311999999999998,"University of California, Los Angeles",2010.0,2018.0,632.0,29.5,12.7,2.6,4.9,1.1,0.2,0.47200000000000003,0.495,0.39299999999999996,0.855,43.1,0.111,SO,2006-07,"University of California, Los Angeles",Pac-10,35.0,1155.0,,,33.0,4.3,8.9,2.8,5.7,1.5,3.3,2.7,3.3,0.3,1.9,2.3,5.7,2.2,0.1,2.9,1.5,12.7,149.0,312.0,98.0,198.0,51.0,114.0,94.0,116.0,11.0,68.0,79.0,199.0,78.0,3.0,102.0,53.0,443.0,72.25,6' 0.25'',73.5,6' 1.5'',166.2,75.0,6' 3'',96.5,8' 0.5'',0.5592948717948718,0.6101256059938298,0.6346153846153846,0.36538461538461536,1.9509803921568627,0.3717948717948718,8.0,0.13924050632911392,0.8607594936708861,0.04588744588744589,0.0025974025974025974,0.06753246753246753
